"Sex","model","round","age","incidence","lb","ub","irr","year","py","newinf","newinf.lb","newinf.ub"
"Female","tensorproductgam",9,21,0.0180854244055735,0.0147354645922541,0.0221969639221046,1.13232282973611,2003,1,3.06116745876803,2.49414797729245,3.75709312195374
"Male","tensorproductgam",9,48,0.00429499971191238,0.00219275089888815,0.00841273057267066,1.13291146607452,2003,1,0.131148975248607,0.066956240431643,0.256884998289586
"Male","tensorproductgam",9,31,0.0160750200491188,0.0130856313542627,0.0197473291569838,1.03942970878409,2003,1,1.1584709899058,0.943036105845856,1.42312158159583
"Male","tensorproductgam",9,37,0.0111697714140395,0.00845849453349871,0.0147501181147289,1.07151098881254,2003,1,0.528045689701039,0.399871350470055,0.69730489589733
"Male","tensorproductgam",9,47,0.00484045077745259,0.00269873471372561,0.00868183286403735,1.12718694238955,2003,1,0.181278211098613,0.101069471341958,0.325140612519172
"Male","tensorproductgam",9,39,0.010091746311915,0.00736616996618408,0.0138258204863019,1.08242155809486,2003,1,0.339571245476787,0.247859927558582,0.465216914611594
"Female","tensorproductgam",9,19,0.0165753957964252,0.0128486858680827,0.0213830230288873,1.28249336772001,2003,1,2.53537806836983,1.96533927499552,3.27075433303258
"Female","tensorproductgam",9,43,0.0062536203276474,0.00406651618926342,0.00961701992128268,0.891135478380884,2003,1,0.397748546253023,0.258642325221299,0.611670599199225
"Male","tensorproductgam",9,38,0.0106168029638646,0.00789549914433064,0.014276045518219,1.07695250210018,2003,1,0.544606096365147,0.40501241122055,0.732312867411296
"Male","tensorproductgam",9,30,0.0170548327325447,0.0139728409323076,0.0208166199661332,1.03417558563535,2003,1,1.85245015478664,1.51769247777315,2.26104538714197
"Male","tensorproductgam",9,17,0.00386074823579712,0.00244215837617404,0.00610336212656355,0.968150068041744,2003,1,0.288002941952732,0.182179399975148,0.455296782099094
"Male","tensorproductgam",9,41,0.00897245473497116,0.00628534481434943,0.0128083575919835,1.09344306930598,2003,1,0.367208654902968,0.257235403582787,0.524197658477636
"Male","tensorproductgam",9,29,0.0179386103554678,0.0147786530176755,0.0217742267242101,1.02894732327734,2003,1,1.94080463522281,1.59892420375314,2.35578561088809
"Female","tensorproductgam",9,45,0.00559353723255694,0.00342016130549924,0.0091480067684801,0.775289626757336,2003,1,0.348767416235101,0.21325339798998,0.570395181384276
"Male","tensorproductgam",9,49,0.00381839959642014,0.00173837319059328,0.00838725283894048,1.13866508185601,2003,1,0.100423914072219,0.0457192170461302,0.220584759957914
"Male","tensorproductgam",9,32,0.015086057190135,0.0121897126094712,0.0186705896057953,1.04470995236729,2003,1,1.3622365163058,1.10070321427346,1.68591160840922
"Female","tensorproductgam",9,44,0.0058979134387202,0.00374669821853362,0.00928427668888969,0.832970878927868,2003,1,0.333789856169446,0.212042762659811,0.525439617386839
"Female","tensorproductgam",9,49,0.00460138097859305,0.00194109921102285,0.0109075861707249,0.565528369172345,2003,1,0.132519153583417,0.0559033963201283,0.314137015323741
"Female","tensorproductgam",9,46,0.00532277378847746,0.00307057234704184,0.00922691850286393,0.719042984565858,2003,1,0.265827569784607,0.153349140372811,0.460806605669887
"Female","tensorproductgam",9,20,0.0174587600525159,0.0140033682853645,0.02176678470207,1.19948314555524,2003,1,2.53253473426948,2.03130213559139,3.15744864730036
"Male","tensorproductgam",9,42,0.00832472978636041,0.0056946799764656,0.0121694504875282,1.09899591009155,2003,1,0.28980220755933,0.198244371994826,0.423645416317053
"Male","tensorproductgam",9,20,0.00804491652619892,0.00613340018063173,0.0105521700863227,0.983018047718021,2003,1,0.869508334644091,0.662908379397024,1.14049658672777
"Male","tensorproductgam",9,26,0.0186279355627676,0.015339229124737,0.0226217354541649,1.01341515368838,2003,1,1.70828162953215,1.40668960533378,2.07453450621366
"Male","tensorproductgam",9,18,0.00496185034160126,0.00342414174756722,0.00719011087375121,0.973081457313077,2003,1,0.587565961111771,0.405475578338987,0.851429228047306
"Male","tensorproductgam",9,33,0.0141402851822315,0.0113108188908035,0.0176775587130484,1.05001657759603,2003,1,1.1333015107018,0.906528260995027,1.41680339093811
"Female","tensorproductgam",9,17,0.014349601830137,0.00971649932651432,0.021191899033182,1.49643785386844,2003,1,1.18998141837783,0.805768256645925,1.75739831447189
"Male","tensorproductgam",9,21,0.010024460038932,0.00783581210732643,0.0128244268361395,0.988023152268157,2003,1,0.918057253315583,0.717617119806039,1.1744830176197
"Female","tensorproductgam",9,15,0.0120767530408145,0.0064785111826789,0.0225125742468059,1.77223614562548,2003,1,NA,NA,NA
"Male","tensorproductgam",9,28,0.0185990197402104,0.0153621871717165,0.0225178570883201,1.02374466535918,2003,1,2.04829955068071,1.69182900608846,2.47987889687441
"Male","tensorproductgam",9,25,0.01775562560486,0.0145622878303992,0.021649224647369,1.00828780337795,2003,1,2.12638301402079,1.74395440504033,2.59267370135836
"Female","tensorproductgam",9,47,0.00507186608762651,0.00269991595880163,0.00952763937964699,0.664983874357228,2003,1,0.226274771611759,0.120453272305278,0.425063356835927
"Male","tensorproductgam",9,19,0.00634883403931139,0.00465146250966593,0.00866559572929116,0.978037466163996,2003,1,0.85012856296,0.622845252296673,1.1603501365636
"Male","tensorproductgam",9,24,0.016282707274643,0.0132486163580232,0.0200116411425225,1.00318506432254,2003,1,1.88868613221866,1.53675169395516,2.32121774784208
"Male","tensorproductgam",9,27,0.0188790984435657,0.0155816435026396,0.0228743750928114,1.01856735878695,2003,1,2.07282328443806,1.71078049932475,2.51148313311058
"Female","tensorproductgam",9,16,0.0131837532798676,0.00802628355112418,0.0216552716381514,1.62699578788513,2003,1,0.688117926153037,0.418926953096869,1.13028363726138
"Male","tensorproductgam",9,22,0.0121873380438486,0.00967839662019983,0.0153466751181738,0.993052727237494,2003,1,1.53398711351395,1.21819347600333,1.93164428375286
"Female","tensorproductgam",9,48,0.00483245930936459,0.00231793851065232,0.0100747551625485,0.613679208713232,2003,1,0.172537832611555,0.0827595352908194,0.359708444201417
"Male","tensorproductgam",9,23,0.0143517595824536,0.0115441044694669,0.0178422677703002,0.998106717139724,2003,1,2.13791030485787,1.71966787513658,2.65787396374689
"Male","tensorproductgam",10,44,0.0071404911277737,0.00484014168399896,0.0105341159153195,1.15242691749431,2004,1,0.31070577682563,0.210610160416499,0.458373326158177
"Male","tensorproductgam",10,35,0.0126637539608774,0.0100783092476917,0.0159124571830707,1.07631746619957,2004,1,0.78213169745939,0.62245090545581,0.982776290963456
"Male","tensorproductgam",10,43,0.0078874661636862,0.00548761134020999,0.0113368310228971,1.14371263048198,2004,1,0.28242144298426,0.196491380257737,0.405930638548564
"Male","tensorproductgam",10,39,0.0103442671004631,0.00778852741909459,0.0137386512350704,1.10950645866047,2004,1,0.442407865058324,0.33310294039832,0.58758028023235
"Male","tensorproductgam",10,34,0.0134280128950814,0.0107995209476273,0.0166962526564741,1.06817545884067,2004,1,1.15421597687128,0.928281773163432,1.43514023411766
"Male","tensorproductgam",10,30,0.0170884436042218,0.0141628751036803,0.0206183350962962,1.03621369081325,2004,1,1.82256009719898,1.51053493363218,2.19903905162567
"Male","tensorproductgam",10,45,0.00639757123784296,0.00418683168663408,0.00977563007224192,1.16120736263461,2004,1,0.145134223892585,0.0949817586733743,0.221768297819566
"Male","tensorproductgam",10,38,0.0108550023804484,0.00830324800634353,0.0141909619692824,1.10111509215312,2004,1,0.641286435157253,0.490535158592444,0.838366597608918
"Female","tensorproductgam",10,36,0.0116526524115934,0.00862626054193959,0.0157408076843089,1.31757265005718,2004,1,1.0544563263689,0.780596097786699,1.42439623689127
"Male","tensorproductgam",10,36,0.0119874645679438,0.00943590381310496,0.0152289923269599,1.08452108493083,2004,1,0.814443441782477,0.641087190232407,1.03467692065727
"Male","tensorproductgam",10,37,0.0113915572164855,0.00884858822039948,0.0146653423782675,1.09278679792935,2004,1,0.861500414389582,0.669185281148838,1.1090844118975
"Male","tensorproductgam",10,29,0.0179285812473461,0.0149319865619211,0.0215265413084684,1.02837205999037,2004,1,2.34542086393266,1.95340570116087,2.81610677479925
"Female","tensorproductgam",10,27,0.0160054004595973,0.0129979105468432,0.0197087711096992,1.04466700393927,2004,1,2.55196279952567,2.07243700467465,3.14244250390872
"Male","tensorproductgam",10,40,0.00981914746279601,0.00727209969905247,0.0132582968999581,1.11796139264744,2004,1,0.359772414893772,0.266448882653952,0.485782448135092
"Male","tensorproductgam",10,46,0.0056967832717884,0.00354970261842947,0.00914255168228341,1.17005450641811,2004,1,0.169791504721743,0.105798188230644,0.272491954331252
"Female","tensorproductgam",10,39,0.00928395063279448,0.00648983811519004,0.0132810307163788,1.20987958701355,2004,1,0.565077807520898,0.395011093697866,0.808364457725481
"Female","tensorproductgam",10,40,0.00850465965050091,0.00582673719989784,0.0124133341335742,1.15335115521667,2004,1,0.628499689553822,0.430599538575515,0.917353188709877
"Male","tensorproductgam",10,31,0.0161474677662168,0.0133114047194422,0.0195877685906567,1.04411426340705,2004,1,1.88011771632164,1.54990294481414,2.28068643849849
"Female","tensorproductgam",10,33,0.013174135187558,0.00998942738604446,0.0173741528150573,1.3057676689625,2004,1,1.31274400236797,0.995402028400693,1.73125708666867
"Female","tensorproductgam",10,30,0.014245152641793,0.0112186910513978,0.0180880615089848,1.17976706684342,2004,1,1.80815237081287,1.42400038329452,2.29593687925294
"Female","tensorproductgam",10,31,0.0138427933130638,0.0107342749831003,0.0178515015694947,1.22919327732817,2004,1,1.52350203797073,1.1813865484402,1.96469010313811
"Female","tensorproductgam",10,37,0.0109125419734518,0.00795276179996401,0.0149738638372002,1.29357144855479,2004,1,0.478188112981645,0.348490403736277,0.656155431958434
"Male","tensorproductgam",10,41,0.00924354877186111,0.0067177455840393,0.0127190279579476,1.12648039348575,2004,1,0.412818434052589,0.300015641266361,0.568033915746176
"Male","tensorproductgam",10,47,0.00506281672245503,0.00295040850128705,0.00868764889810642,1.17896889435287,2004,1,0.130662182557334,0.0761447303640379,0.224212573464038
"Male","tensorproductgam",10,48,0.00450366130649443,0.00239793881502027,0.00845849987354396,1.18795107699132,2004,1,0.155746364547378,0.082925919031233,0.292513249815038
"Female","tensorproductgam",10,28,0.015346251326057,0.0124039468198036,0.018986491411468,1.0835464109297,2004,1,2.57521217298228,2.08147215660062,3.18607083685749
"Male","tensorproductgam",10,32,0.0151924024349479,0.0124496530821797,0.0185393994693545,1.05207436403845,2004,1,1.28220932662332,1.05072659597767,1.56468939072593
"Female","tensorproductgam",10,34,0.0127803694796122,0.00962392159572272,0.016972067198469,1.32420151361554,2004,1,0.925596410204364,0.696996068486081,1.22917295135405
"Female","tensorproductgam",10,35,0.0122800252095717,0.00918321816318312,0.0164211517648891,1.32803558453096,2004,1,0.788313276985083,0.589514490397396,1.05415190431035
"Female","tensorproductgam",10,41,0.0077997296144544,0.00524974673715423,0.0115883270383392,1.08942918763159,2004,1,0.516098365906706,0.347369184112273,0.76678512508894
"Female","tensorproductgam",10,38,0.0101038451926066,0.00721597900931713,0.0141474479823662,1.25718452383321,2004,1,0.782313811496603,0.558714027664353,1.09539920129947
"Female","tensorproductgam",10,25,0.0172601601940934,0.0140167002782261,0.0212541556865955,1.00135039617409,2004,1,3.16458744948005,2.56991089797518,3.89687196287509
"Female","tensorproductgam",10,26,0.0166652706061773,0.0135440175395413,0.0205058243291764,1.01628347173064,2004,1,2.67297817345239,2.17235376007822,3.28897274792649
"Female","tensorproductgam",10,32,0.0135068283883556,0.0103389308907055,0.0176453847154054,1.27303488186794,2004,1,1.49052797111919,1.14093888224347,1.94723281611732
"Female","tensorproductgam",10,29,0.014747301489819,0.0117919348981836,0.0184433600685091,1.12978598260922,2004,1,1.98834999210686,1.58988365959118,2.48668238538155
"Male","tensorproductgam",10,42,0.00859793992008524,0.00611779935682799,0.0120835232667265,1.13506396602427,2004,1,0.287716445023141,0.204722468250739,0.404355972473752
"Male","tensorproductgam",10,25,0.0175671261479039,0.0145736894779967,0.0211754148846316,0.997583494353764,2004,1,2.02905557887237,1.68330469600522,2.44582371327285
"Male","tensorproductgam",10,49,0.00401402531552171,0.0019002389501624,0.00847914375835319,1.19700160998229,2004,1,0.118317709830424,0.0560115851398317,0.249931874353635
"Female","tensorproductgam",10,42,0.00718191350215022,0.0047616808792951,0.0108322844096187,1.02003922859337,2004,1,0.536229045916274,0.355525250213292,0.808779656330377
"Male","tensorproductgam",10,33,0.0142760029294161,0.0116012623167012,0.0175674210337698,1.06009458398567,2004,1,1.1698913755589,0.950701453131484,1.43961684932632
"Male","tensorproductgam",10,16,0.0029014504638416,0.00165280588168396,0.00509340805681882,0.93156565931157,2004,1,0.115247757233166,0.0656506714071757,0.202313933164483
"Male","tensorproductgam",10,26,0.0184768393429282,0.0153796843307434,0.0221976982597716,1.00519506948558,2004,1,2.23145923132701,1.85741391900276,2.68082964714076
"Female","tensorproductgam",10,24,0.0177360689440364,0.0143865798749991,0.0218653873485433,1.00304198834765,2004,1,3.265740990813,2.64899982987423,4.02607206644579
"Male","tensorproductgam",10,15,0.00224877131529753,0.00111020447791147,0.00455499192186492,0.924502195040774,2004,1,NA,NA,NA
"Female","tensorproductgam",10,22,0.0181821526593035,0.0147489603565493,0.0224145070116361,1.06755059915471,2004,1,3.48051427713846,2.82331625170094,4.29069170910854
"Male","tensorproductgam",10,17,0.00374324032839564,0.00240225381098952,0.00583279256006502,0.938682907378081,2004,1,0.314894659263622,0.202086114946432,0.490675207740209
"Female","tensorproductgam",10,15,0.0135864164616776,0.00704875278214154,0.0261877126316326,1.99377583209089,2004,1,NA,NA,NA
"Female","tensorproductgam",10,43,0.00664882118882315,0.00434159708974469,0.0101821570005574,0.947451258685519,2004,1,0.559676579321123,0.36546180728451,0.857101527976464
"Female","tensorproductgam",10,44,0.00618759181688454,0.00395194647382332,0.00968795826208048,0.873882576899195,2004,1,0.42718369527605,0.272837502566712,0.668844670519887
"Female","tensorproductgam",10,23,0.0180590552436193,0.0146467281043161,0.022266370616656,1.02483333263658,2004,1,4.06041984316747,3.29318807822223,5.0063977249937
"Male","tensorproductgam",10,27,0.0187733742897304,0.0156572440151545,0.0225096819006709,1.01286331669755,2004,1,1.94572168687325,1.62275778274008,2.33296239465657
"Female","tensorproductgam",10,16,0.0144932400202777,0.00856206587747849,0.024533098587562,1.78859843363489,2004,1,0.549706536894362,0.324746128235299,0.930503092820388
"Female","tensorproductgam",10,17,0.0154234503198268,0.0101726104161756,0.023384638754071,1.60842336735609,2004,1,1.28857738948672,0.849887379446505,1.95370790160195
"Female","tensorproductgam",10,45,0.00578046629694384,0.00355684392058838,0.0093942245867725,0.801198842792422,2004,1,0.36218073681309,0.222857514551887,0.588604276513778
"Male","tensorproductgam",10,18,0.00482301534551015,0.00338108027845783,0.00687989491738314,0.945854162852036,2004,1,0.484903490562695,0.339932078056342,0.691701108363519
"Male","tensorproductgam",10,28,0.0185416849896166,0.0154768392144545,0.022213455699216,1.02058879231425,2004,1,1.99494201589428,1.66518829542438,2.38999616903149
"Female","tensorproductgam",10,21,0.0180650513224352,0.014578801111091,0.0223849736885394,1.1310472773005,2004,1,2.91249356542196,2.35043143081948,3.60896244723328
"Female","tensorproductgam",10,18,0.0163167178978778,0.0117101990664742,0.0227353336563803,1.45341594379634,2004,1,1.72797456762069,1.24013458437465,2.40771940720417
"Female","tensorproductgam",10,46,0.00541048951592485,0.00314151906738872,0.00931822986714042,0.730892328716772,2004,1,0.355377205711624,0.20634441016333,0.612049331694695
"Male","tensorproductgam",10,19,0.00618682280901522,0.00460793668251976,0.00830670625648009,0.953079646793092,2004,1,0.761110962489197,0.566874344358367,1.02190177238823
"Male","tensorproductgam",10,20,0.00785948198516448,0.00609134120403027,0.0101408630720365,0.960359577625319,2004,1,0.958104974540455,0.742560937250181,1.23621523324205
"Male","tensorproductgam",10,21,0.00981820266595524,0.00779590273402541,0.0123650982931128,0.967694171052653,2004,1,1.12045976241254,0.889673560665651,1.41111317081993
"Female","tensorproductgam",10,19,0.0170978409609997,0.0130278295171642,0.0224393606887843,1.32291668350645,2004,1,2.60588817699954,1.98557624838025,3.41999114693556
"Female","tensorproductgam",10,47,0.00506505125455767,0.00271193066414847,0.00945995579844652,0.664090366125954,2004,1,0.261966663087417,0.140262238407192,0.489273045607101
"Female","tensorproductgam",10,48,0.00473721686838594,0.00228204639657775,0.00983381568918757,0.601584268627046,2004,1,0.23958066601965,0.115412532457296,0.497336764979639
"Female","tensorproductgam",10,49,0.00442516941481433,0.00187111513570597,0.0104654833773337,0.543871253893975,2004,1,0.188858166536757,0.0798557842159882,0.446647759054683
"Male","tensorproductgam",10,22,0.0119668106389863,0.009641868332335,0.0148523659454158,0.975083639973224,2004,1,1.16699234460297,0.940266113583115,1.44838903868628
"Female","tensorproductgam",10,20,0.0176969469739265,0.0140122290999343,0.0223506145927514,1.21584749198445,2004,1,3.11174468162597,2.46384189564936,3.93002285606298
"Male","tensorproductgam",10,24,0.0160691555110257,0.013236801762841,0.0195075640977272,0.990028042206555,2004,1,2.18218889678205,1.79755568461312,2.64912426468933
"Male","tensorproductgam",10,23,0.0141277562677018,0.0115160011709255,0.0173318406447805,0.982528194392684,2004,1,1.62652143391998,1.3258313905358,1.99540604777201
"Male","tensorproductgam",11,43,0.00799021410293318,0.00574427721016668,0.0111142828026678,1.15861147295357,2005,1,0.358279673769739,0.257572292605521,0.498362317383042
"Female","tensorproductgam",11,36,0.0125545954518976,0.00966652321448397,0.0163055385544039,1.41955591016301,2005,1,1.41422073855215,1.08889192423581,1.83674821424964
"Male","tensorproductgam",11,15,0.00212291161773895,0.00105632198619808,0.00426645832957785,0.872759465191573,2005,1,NA,NA,NA
"Male","tensorproductgam",11,34,0.0132980644408556,0.0108122027772255,0.0163554570254302,1.05783828156785,2005,1,1.18088717625632,0.960139098700821,1.45238801850016
"Male","tensorproductgam",11,44,0.00725172774060376,0.00508889229320951,0.0103337921484433,1.17037975358673,2005,1,0.272118380478121,0.190958786483684,0.387771698582522
"Male","tensorproductgam",11,40,0.00987223505707142,0.00750034061367664,0.0129942132020448,1.12400569344375,2005,1,0.788430174828561,0.59900263994211,1.03776193814483
"Male","tensorproductgam",11,37,0.0113669277317693,0.00898669431197711,0.0143775944272482,1.09042410288896,2005,1,1.0896915257499,0.861510239824675,1.37830935304123
"Male","tensorproductgam",11,16,0.00274596752530399,0.00157776128283345,0.00477913720666453,0.88164491520253,2005,1,0.0729626689475023,0.0419224455849381,0.12698569908468
"Male","tensorproductgam",11,35,0.0125728492637629,0.0101361114964331,0.0155953827722722,1.06859129641087,2005,1,1.08721097694219,0.876499149178048,1.34857827242852
"Female","tensorproductgam",11,37,0.0119493051860806,0.00907207577815141,0.015739054426107,1.41646923845848,2005,1,0.823749496602673,0.625401873918056,1.08500351766146
"Male","tensorproductgam",11,41,0.00931695117634358,0.00696404612743045,0.0124648196801073,1.13542569918218,2005,1,0.546692758945769,0.408630840579834,0.731400919861177
"Male","tensorproductgam",11,38,0.01085885548152,0.00847524042559041,0.0139128492464358,1.10150594492246,2005,1,1.03774832080347,0.809953363412015,1.32960936515379
"Male","tensorproductgam",11,17,0.0035515798102958,0.0023009737852978,0.005481904761148,0.890620684123326,2005,1,0.295733951280217,0.191598135383487,0.456468794775897
"Female","tensorproductgam",11,28,0.0148396517162453,0.0122901486967326,0.0179180308142248,1.04777714211433,2005,1,3.08016594591284,2.55098288084751,3.71912423465937
"Female","tensorproductgam",11,38,0.0112405937531112,0.00838588209280508,0.0150671028431093,1.3986259919588,2005,1,0.891433591755088,0.665041114216483,1.19489431784319
"Male","tensorproductgam",11,42,0.00868805479523267,0.00637337290330388,0.0118433829732191,1.1469605538736,2005,1,0.443007062529084,0.324980594027147,0.603898389804327
"Male","tensorproductgam",11,39,0.0103740364251445,0.00799099820452026,0.0134677331912486,1.11269945993192,2005,1,0.762465866519821,0.587318486331898,0.98984488167344
"Male","tensorproductgam",11,45,0.00651359588884951,0.00441753679263455,0.00960420555499992,1.18226671062576,2005,1,0.3455657714124,0.234363558246327,0.509531871189359
"Female","tensorproductgam",11,29,0.0144011334797842,0.0118345393812359,0.0175243529825412,1.10326616366912,2005,1,2.75858008171405,2.26694132508152,3.35684209513268
"Female","tensorproductgam",11,39,0.0104864334282625,0.00768378947260087,0.0143113351084774,1.36658651550934,2005,1,0.746754048993562,0.547173730661779,1.01913081429154
"Female","tensorproductgam",11,27,0.0153442201651126,0.0127482499414129,0.0184688167832827,1.00151199266376,2005,1,2.92120861958949,2.42699187138933,3.51606443340865
"Male","tensorproductgam",11,36,0.0119314446984435,0.00953590653906079,0.0149287717962508,1.07945289646581,2005,1,1.33993506003999,1.07090933444288,1.67654338922949
"Male","tensorproductgam",11,46,0.00581470201936034,0.00375423669395637,0.00900602767757887,1.19427367632597,2005,1,0.238148014287601,0.153759214290694,0.368852539802293
"Female","tensorproductgam",11,30,0.0140645082515207,0.0114279069653838,0.0173094157098303,1.16480630736176,2005,1,2.86169261734956,2.32522576756713,3.52193096705675
"Female","tensorproductgam",11,40,0.00974339760991994,0.00702172578973505,0.0135200091584003,1.32134140000236,2005,1,0.670403369187028,0.483136254457392,0.93025657518102
"Male","tensorproductgam",11,18,0.00458760663466967,0.00324895574089957,0.00647781512364891,0.899687544425789,2005,1,0.441637708007362,0.312769049548548,0.623603471684692
"Female","tensorproductgam",11,33,0.0135353883634851,0.0106753419854484,0.0171616739210883,1.34157364109804,2005,1,1.78321044113786,1.40641559591478,2.26095294066673
"Male","tensorproductgam",11,47,0.00518062202652128,0.00312454441495423,0.00858968253202782,1.20640200060534,2005,1,0.22053625677293,0.133010153195344,0.365658104911634
"Female","tensorproductgam",11,31,0.0138342667200439,0.0111116565994084,0.017223978618229,1.22843614467571,2005,1,2.35047026006778,1.88789322235306,2.92638925657941
"Female","tensorproductgam",11,41,0.00905142915074437,0.00642686219087869,0.0127478024637313,1.26426063389764,2005,1,0.759879678737208,0.539543744480571,1.0701952011577
"Male","tensorproductgam",11,19,0.00589968620609588,0.00444008682098352,0.00783910286751737,0.908846271999658,2005,1,0.683050509358741,0.514061843075004,0.907591186975459
"Female","tensorproductgam",11,34,0.0133335809748651,0.0104416192520669,0.0170265145013875,1.38152094405392,2005,1,1.77640448638871,1.39111460900863,2.26840612471948
"Male","tensorproductgam",11,48,0.00462005607766401,0.00254060026818417,0.00840152558750059,1.21865305130889,2005,1,0.163856937074463,0.0901060444456129,0.297972194791331
"Female","tensorproductgam",11,32,0.0136789706419735,0.0108778158591629,0.0172014529613826,1.28925949709204,2005,1,2.04174657194757,1.62364141440387,2.56751831228095
"Male","tensorproductgam",11,32,0.0149697252186563,0.0123618532321465,0.0181277571342888,1.03665395954885,2005,1,2.03883284911683,1.68364830199092,2.46894757160529
"Male","tensorproductgam",11,29,0.0175327185533925,0.0146747179233794,0.020947334148259,1.00566562670164,2005,1,3.0428119113306,2.54680449906814,3.63542012397225
"Female","tensorproductgam",11,35,0.0130174500309565,0.0101202081692354,0.0167441224997303,1.40778512795633,2005,1,1.24930075221812,0.971248873501596,1.60695411039794
"Male","tensorproductgam",11,49,0.00412813013434994,0.0020132068414395,0.00846483235371035,1.23102821447728,2005,1,0.152671496814423,0.0744548480490201,0.313056658502754
"Female","tensorproductgam",11,42,0.00842874552443922,0.00590873983668527,0.0120235029937634,1.19712540121581,2005,1,0.64892102352738,0.454908205670845,0.925677948927819
"Male","tensorproductgam",11,20,0.00751361477330133,0.00588227820206162,0.00959737112430112,0.918097646097731,2005,1,1.12674278201948,0.882107308662472,1.43922319242314
"Male","tensorproductgam",11,30,0.0167533055415217,0.0139621591682815,0.0201024242156757,1.01589149781981,2005,1,2.08022927629057,1.73365740809201,2.49608361014007
"Male","tensorproductgam",11,31,0.0158707375567401,0.0131678932282927,0.0191283682384155,1.02622056248667,2005,1,2.24824294983094,1.86535899852133,2.70971773555187
"Female","tensorproductgam",11,24,0.016692199621988,0.0138573827173198,0.0201069375006906,0.944007217809358,2005,1,3.81575976191318,3.1677337064989,4.59635307436495
"Male","tensorproductgam",11,33,0.01410225866693,0.0115657318620891,0.0171950812867176,1.04719283882837,2005,1,1.76991355427657,1.45156503446098,2.15808035826323
"Male","tensorproductgam",11,21,0.00940980962831269,0.00754068007393595,0.011742245576382,0.927442449279223,2005,1,1.2739259314438,1.02087802690554,1.58969753098146
"Male","tensorproductgam",11,22,0.0114979706882128,0.00933889926491103,0.014156200446848,0.936881467351249,2005,1,1.64821805005598,1.33871817501331,2.02927157577682
"Female","tensorproductgam",11,15,0.012750929658072,0.00695252585635292,0.023385199926518,1.87117003668058,2005,1,NA,NA,NA
"Female","tensorproductgam",11,43,0.00787893431989439,0.00545482909656669,0.0113803026489467,1.12274131405928,2005,1,0.590245828703739,0.40864538144588,0.852548821350875
"Female","tensorproductgam",11,22,0.0170079124625293,0.01407339207735,0.0205543258329748,0.998606022068204,2005,1,3.34190697844821,2.76529922748318,4.03874638288807
"Female","tensorproductgam",11,23,0.0169344506023546,0.0140379995520475,0.0204285244589398,0.961013143437423,2005,1,3.42975098810454,2.84312989923344,4.13740921354866
"Male","tensorproductgam",11,23,0.0136084922928772,0.0111701107126642,0.0165791608739683,0.946415489308438,2005,1,1.76122716529431,1.44564893767007,2.14569460602928
"Female","tensorproductgam",11,25,0.0163241855330499,0.0135681579398634,0.0196400303194082,0.947049706776922,2005,1,4.09082658553977,3.40016848649633,4.92177438248163
"Female","tensorproductgam",11,44,0.00739340595784912,0.0050295197984341,0.0108683241836681,1.0441814589121,2005,1,0.551236290984657,0.374990072901295,0.810318646964565
"Female","tensorproductgam",11,45,0.00695619210358652,0.00459162307193199,0.0105384540115658,0.964159771432615,2005,1,0.584541182604444,0.385842245379788,0.885565015889526
"Female","tensorproductgam",11,46,0.00655092292452121,0.00412063770793065,0.0104145509032311,0.88495122251964,2005,1,0.708848957297194,0.445877592565268,1.12691656328921
"Female","tensorproductgam",11,16,0.0135796325787964,0.00837745101602332,0.0220122350608078,1.67585091572278,2005,1,0.578207928447479,0.356703951269527,0.937260177044992
"Female","tensorproductgam",11,26,0.015859010516673,0.0131845701816786,0.0190759509868166,0.967116025114109,2005,1,3.27866119181208,2.72575256444567,3.9437252489133
"Female","tensorproductgam",11,18,0.0152468989522374,0.011269474209757,0.0206281076945427,1.3581215394743,2005,1,1.46146331514994,1.0802146187354,1.97726913197076
"Female","tensorproductgam",11,19,0.0159646002218093,0.0124512031056485,0.020469384209673,1.23523408757379,2005,1,2.20927690103089,1.72307198609172,2.83267586312486
"Male","tensorproductgam",11,24,0.0155175813953322,0.0128601466313972,0.0187241513850918,0.956045307923026,2005,1,2.33519204935422,1.93528304457303,2.81773868822906
"Female","tensorproductgam",11,17,0.0144295711275169,0.0098709657092058,0.0210934298687603,1.50477739423779,2005,1,1.3313572430913,0.910753450474758,1.94620411024267
"Male","tensorproductgam",11,26,0.0179327685806025,0.0149987572964511,0.0214407222284699,0.975596000208054,2005,1,2.7225984917308,2.2771494434677,3.25518492799789
"Male","tensorproductgam",11,27,0.0182665483091813,0.01530429282623,0.0218021695559684,0.985518981272022,2005,1,2.42692987582628,2.03335873092687,2.89667953450266
"Male","tensorproductgam",11,28,0.0180866408149795,0.0151670499213807,0.0215682402092538,0.995541824635609,2005,1,2.46612022985075,2.06803292114338,2.94083760751576
"Male","tensorproductgam",11,25,0.0170069323675363,0.0141844230202429,0.0203910831015954,0.965771798790743,2005,1,2.67111604367857,2.22781152302442,3.20263219983303
"Female","tensorproductgam",11,49,0.00543567268746597,0.00258565168500677,0.011427114385357,0.668066201124955,2005,1,0.409591419805723,0.194835267993059,0.861061413093058
"Female","tensorproductgam",11,47,0.00616544122457839,0.00361921444763556,0.0105030155144756,0.808364992649196,2005,1,0.496433958869915,0.291414821874614,0.84569025670662
